word	phones
bristles	b ɹ ɪ s ə l z
dreamer	d ɹ iː m ə ɹ
hooves	h ʊ v z
squirm	s k w ɜː m
misplaced	m ɪ s p l eɪ s t
buckling	b ʌ k l ɪ ŋ
brewster	b ɹ uː s t ə ɹ
photocopying	f oʊ t oʊ k ɑ p iː ɪ ŋ
beacon	b iː k ə n
dirties	d ɜː t ɪ z
lewisburg	l uː ɪ s b ə ɹ ɡ
udders	ʌ d ə z
hospital's	h ɑ s p ɪ t ə l z
display	d ɪ s p l eɪ
typed	t aɪ p t
tiniest	t aɪ n iː ə s t
scooters	s k uː t ə ɹ z
leftover	l ɛ f t oʊ v ə ɹ
transmit	t ɹ æ n z m ɪ t
incoherent	ɪ n k oʊ h ɪ ɹ ə n t
daughters	d ɔ t ə ɹ z
para	p ɛ ɹ ə
fixtures	f ɪ k s tʃ ə ɹ z
tracking	t ɹ æ k ɪ ŋ
trivet	t ɹ ɪ v ɪ t
delights	d ɪ l aɪ t s
earthly	ɜː θ l iː
transmitter's	t ɹ æ n s m ɪ t ə ɹ z
jamboree	dʒ æ m b ə ɹ iː
sevens	s ɛ v ə n z
specials	s p ɛ ʃ ə l z
glaze	ɡ l eɪ z
balsamic	b ɑ l s ɑ m ɪ k
trans	t ɹ æ n z
examination	ɪ ɡ z æ m ə n eɪ ʃ ə n
ravioli	ɹ æ v iː oʊ l iː
scallops	s k æ l ə p s
seared	s ɪ ɹ d
whichever	w ɪ tʃ ɛ v ə ɹ
bouillabaisse	b uː j ə b ɛ s
reoccur	ɹ iː ə k ɜː
replaced	ɹ iː p l eɪ s t
seafood	s iː f uː d
lorry	l ɔ ɹ iː
appetizer	æ p ə t aɪ z ə ɹ
cam	k æ m
bee's	b iː z
jeremy	dʒ ɛ ɹ ə m iː
depend	d ɪ p ɛ n d
handling	h æ n d l ɪ ŋ
speakers	s p iː k ə ɹ z
crate	k ɹ eɪ t
radish	ɹ æ d ɪ ʃ
keel	k iː l
ware	w ɛ ɹ
doke	d oʊ k
stubbed	s t ʌ b d
photocopy	f oʊ t oʊ k ɑ p iː
rods	ɹ ɑ d z
considered	k ə n s ɪ d ə ɹ d
jemima	dʒ ɛ m iː m ə
pharmacy	f ɑ ɹ m ə s iː
ferns	f ɜː n z
nerd	n ɜː d
milked	m ɪ l k t
bandaged	b æ n d ə dʒ d
chatter	tʃ æ t ə ɹ
passport	p æ s p ɔ ɹ t
grandparent	ɡ ɹ æ n d p ɛ ɹ ə n t
connects	k ə n ɛ k t s
vee	v iː
measles	m iː z ə l z
slight	s l aɪ t
mashing	m æ ʃ ɪ ŋ
airline	ɛ ɹ l aɪ n
holstein	h oʊ l s t iː n
blizzard	b l ɪ z ə ɹ d
blizzards	b l ɪ z ə ɹ d z
guernsey	ɡ ɜː n z iː
ella	ɛ l ə
fracture	f ɹ æ k tʃ ə ɹ
buyers	b aɪ ə ɹ z
videotaping	v ɪ d iː oʊ t eɪ p ɪ ŋ
laminate	l æ m ə n ə t
robbers	ɹ ɑ b ə ɹ z
moisture	m ɔɪ s tʃ ə ɹ
robber	ɹ ɑ b ə ɹ
chaos	k eɪ ɑ s
role	ɹ oʊ l
humidity	h j uː m ɪ d ə t iː
affected	ə f ɛ k t ɪ d
humid	h j uː m ə d
dwan	d w ɑ n
heated	h iː t ə d
barefoot	b ɛ ɹ f ʊ t
jaw	dʒ ɔ
friction	f ɹ ɪ k ʃ ə n
duncan	d ʌ ŋ k ə n
burdick	b ɜː d ɪ k
perimeter	p ə ɹ ɪ m ə t ə ɹ
devon	d ɛ v ə n
hen's	h ɛ n z
imported	ɪ m p ɔ ɹ t ɪ d
robbery	ɹ ɑ b ə ɹ iː
grubby	ɡ ɹ ʌ b iː
herbs	ɜː b z
wallow	w ɑ l oʊ
room's	ɹ uː m z
rulers	ɹ uː l ə ɹ z
yardsticks	j ɑ ɹ d s t ɪ k s
copper	k ɑ p ə ɹ
unions	j uː n j ə n z
arctic	ɑ ɹ k t ɪ k
lengths	l ɛ ŋ k θ s
jut	dʒ ʌ t
rambunctious	ɹ æ m b ʌ ŋ k ʃ ə s
ting	t ɪ ŋ
nectarines	n ɛ k t ə ɹ ɪ n z
notch	n ɑ tʃ
accurate	æ k j ə ɹ ə t
scammed	s k æ m d
yodeling	j oʊ d ə l ɪ ŋ
mover	m uː v ə ɹ
nectarine	n ɛ k t ə ɹ ɪ n
dipping	d ɪ p ɪ ŋ
dole	d oʊ l
kooky	k uː k iː
impatient	ɪ m p eɪ ʃ ə n t
receivers	ɹ ə s iː v ə ɹ z
suckle	s ʌ k ə l
fax	f æ k s
nutrition	n uː t ɹ ɪ ʃ ə n
francisco	f ɹ æ n s ɪ s k oʊ
san	s æ n
shipped	ʃ ɪ p t
regret	ɹ ə ɡ ɹ ɛ t
experience	ɪ k s p ɪ ɹ iː ə n s
causes	k ɑ z ə z
brushed	b ɹ ʌ ʃ t
mousse	m uː s
alaskan	ə l æ s k ə n
crude	k ɹ uː d
acts	æ k t s
valdez	v æ l d ɛ z
glided	ɡ l aɪ d ɪ d
exxon	ɛ k s ɑ n
gallons	ɡ æ l ə n z
triage	t ɹ aɪ ɪ dʒ
leggings	l ɛ ɡ ɪ ŋ z
pools	p uː l z
roti	ɹ oʊ t iː
killer	k ɪ l ə ɹ
otters	ɑ t ə ɹ z
fumes	f j uː m z
collides	k ə l aɪ d z
aground	ə ɡ ɹ aʊ n d
undersea	ʌ n d ə ɹ s iː
spreads	s p ɹ ɛ d z
experts	ɛ k s p ə ɹ t s
skimmer	s k ɪ m ə ɹ
skimmers	s k ɪ m ə ɹ z
sucks	s ʌ k s
bink	b ɪ ŋ k
chemicals	k ɛ m ɪ k ə l z
debris	d ə b ɹ iː
puffins	p ʌ f ɪ n z
disasters	d ɪ z æ s t ə ɹ z
fewer	f j uː ə ɹ
que	k j uː
produced	p ɹ ə d uː s t
limit	l ɪ m ə t
series	s ɪ ɹ iː z
gauge	ɡ eɪ dʒ
mantel	m æ n t ə l
allowing	ə l aʊ ɪ ŋ
storybook	s t ɔ ɹ iː b ʊ k
bookend	b ʊ k ɛ n d
wanders	w ɑ n d ə ɹ z
paperbacks	p eɪ p ə ɹ b æ k s
rescuing	ɹ ɛ s k j uː ɪ ŋ
sunscreen	s ə n s k ɹ iː n
repellent	ɹ ɪ p ɛ l ə n t
sociable	s oʊ ʃ ə b ə l
partially	p ɑ ɹ ʃ ə l iː
mccullough	m ə k ʌ l ə
cops	k ɑ p s
signet	s ɪ ɡ n ɪ t
edible	ɛ d ə b ə l
harden	h ɑ ɹ d ə n
mineral	m ɪ n ə ɹ ə l
disappointing	d ɪ s ə p ɔɪ n t ɪ ŋ
allow	ə l aʊ
flats	f l æ t s
overgrown	oʊ v ə ɹ ɡ ɹ oʊ n
healthier	h ɛ l θ iː ə ɹ
nasturtiums	n ə s t ɜː ʃ ə m z
possibility	p ɑ s ə b ɪ l ə t iː
discount	d ɪ s k aʊ n t
zinger	z ɪ ŋ ə ɹ
bloom	b l uː m
category	k æ t ə ɡ ɔ ɹ iː
chard	tʃ ɑ ɹ d
environmental	ɪ n v aɪ ɹ ə n m ɛ n t ə l
frosts	f ɹ ɔ s t s
categories	k æ t ə ɡ ɔ ɹ iː z
herbal	ɜː b ə l
puzzler	p ʌ z l ə ɹ
fibers	f aɪ b ə ɹ z
fluffing	f l ʌ f ɪ ŋ
chlorine	k l ɔ ɹ iː n
drift	d ɹ ɪ f t
ar	ɑ ɹ
wellfleet	w ɛ l f l iː t
outages	aʊ t ɪ dʒ ɪ z
forecaster	f ɔ ɹ k æ s t ə ɹ
maureen	m ɔ ɹ iː n
meghan	m ɛ ɡ ə n
weighting	w eɪ t ɪ ŋ
operation	ɑ p ə ɹ eɪ ʃ ə n
klar	k l ɑ ɹ
rejected	ɹ ɪ dʒ ɛ k t ɪ d
diseases	d ɪ z iː z ə z
pests	p ɛ s t s
organically	ɔ ɹ ɡ æ n ɪ k l iː
technology	t ɛ k n ɑ l ə dʒ iː
certified	s ɜː t ə f aɪ d
kippers	k ɪ p ə ɹ z
reflex	ɹ iː f l ɛ k s
gag	ɡ æ ɡ
chow	tʃ aʊ
male	m eɪ l
females	f iː m eɪ l z
males	m eɪ l z
juvenile	dʒ uː v ə n ə l
materials	m ə t ɪ ɹ iː ə l z
splattered	s p l æ t ə ɹ d
sub	s ʌ b
atlantic	ə t l æ n t ɪ k
hoagie	h oʊ ɡ iː
philly	f ɪ l iː
princeton	p ɹ ɪ n s t ə n
fondly	f ɑ n d l iː
appointed	ə p ɔɪ n t ɪ d
agencies	eɪ dʒ ə n s iː z
businesses	b ɪ z n ə s ə z
kitchens	k ɪ tʃ ə n z
depended	d ɪ p ɛ n d ə d
chai	tʃ aɪ
jays	dʒ eɪ z
varmint	v ɑ ɹ m ɪ n t
renegade	ɹ ɛ n ə ɡ eɪ d
moldy	m oʊ l d iː
shoved	ʃ ʌ v d
cardiac	k ɑ ɹ d iː æ k
brigham	b ɹ ɪ ɡ ə m
innovation	ɪ n ə v eɪ ʃ ə n
diwali	d ɪ w ɑ l iː
mime	m aɪ m
anatomy	ə n æ t ə m iː
rummage	ɹ ʌ m ɪ dʒ
unusually	ə n j uː ʒ uː ə l iː
conflagration	k ɑ n f l ə ɡ ɹ eɪ ʃ ə n
consternation	k ɑ n s t ə ɹ n eɪ ʃ ə n
eyelid	aɪ l ɪ d
capturing	k æ p tʃ ə ɹ ɪ ŋ
magnolias	m æ ɡ n oʊ l j ə z
crease	k ɹ iː s
intense	ɪ n t ɛ n s
zed	z ɛ d
frightful	f ɹ aɪ t f ə l
stamford	s t æ m f ə ɹ d
commuter	k ə m j uː t ə ɹ
triangle's	t ɹ aɪ æ ŋ ɡ ə l z
location	l oʊ k eɪ ʃ ə n
boh	b oʊ
thyme	θ aɪ m
shears	ʃ iː ɹ z
pinking	p ɪ ŋ k ɪ ŋ
highness	h aɪ n ə s
parentheses	p ə ɹ ɛ n θ ə s iː z
scrambling	s k ɹ æ m b ə l ɪ ŋ
trenchant	t ɹ ɛ n tʃ ə n t
criticism	k ɹ ɪ t ɪ s ɪ z ə m
twig	t w ɪ ɡ
peripheral	p ə ɹ ɪ f ə ɹ ə l
toasting	t oʊ s t ɪ ŋ
generalizing	dʒ ɛ n ə ɹ ə l aɪ z ɪ ŋ
architectural	ɑ ɹ k ə t ɛ k tʃ ə ɹ ə l
beers	b ɪ ɹ z
fiber	f aɪ b ə ɹ
bulging	b ʌ l dʒ ɪ ŋ
trashed	t ɹ æ ʃ t
strategy	s t ɹ æ t ə dʒ iː
nu	n uː
opinions	ə p ɪ n j ə n z
reuse	ɹ iː j uː s
unwrapped	ə n ɹ æ p t
nicknames	n ɪ k n eɪ m z
muni	m j uː n iː
hem	h ɛ m
hemming	h ɛ m ɪ ŋ
breakable	b ɹ eɪ k ə b ə l
replacement	ɹ ɪ p l eɪ s m ə n t
casual	k æ ʒ ə w ə l
replacements	ɹ iː p l eɪ s m ə n t s
disks	d ɪ s k s
violetta	v iː oʊ l ɛ t ə
favors	f eɪ v ə ɹ z
pto	p iː t iː oʊ
charlotte's	ʃ ɑ ɹ l ə t s
avery	eɪ v ə ɹ iː
wilber	w ɪ l b ə ɹ
templeton	t ɛ m p ə l t ə n
shoeing	ʃ uː ɪ ŋ
flutters	f l ʌ t ə ɹ z
daya	d aɪ ə
preparations	p ɹ ɛ p ə ɹ eɪ ʃ ə n z
boogies	b uː ɡ ɪ z
superman	s uː p ə ɹ m ə n
duds	d ʌ d z
zipping	z ɪ p ɪ ŋ
connor	k ɑ n ə ɹ
crumbling	k ɹ ʌ m b ə l ɪ ŋ
auburn	ɑ b ə ɹ n
frames	f ɹ eɪ m z
gucci	ɡ uː tʃ iː
wacko	w æ k oʊ
designate	d ɛ z ə ɡ n eɪ t
licence	l aɪ s ə n s
shack	ʃ æ k
receipts	ɹ ɪ s iː t s
maura	m ɔ ɹ ə
president's	p ɹ ɛ z ɪ d ə n t s
megan's	m eɪ ɡ ə n z
taxes	t æ k s ə z
mortgage	m ɔ ɹ ɡ ə dʒ
results	ɹ ɪ z ʌ l t s
mums	m ʌ m z
caw	k ɔ
lin	l ɪ n
pilates	p ɪ l ɑ t iː s
brooms	b ɹ uː m z
slacking	s l æ k ɪ ŋ
wann	w ɑ n
porpoises	p ɔ ɹ p ə s ə z
coldest	k oʊ l d ə s t
blubber	b l ʌ b ə ɹ
britches	b ɹ ɪ tʃ ə z
girt	ɡ ɜː t
piccadilly	p ɪ k ə d ɪ l iː
crafts	k ɹ æ f t s
arts	ɑ ɹ t s
nicky's	n ɪ k iː z
meanie	m iː n ɪ
headway	h ɛ d w eɪ
roundy	ɹ aʊ n d iː
statement	s t eɪ t m ə n t
eightieth	eɪ t iː ɪ θ
smalls	s m ɔ l z
creep	k ɹ iː p
nuns	n ʌ n z
cuppy	k ʌ p iː
gangly	ɡ æ ŋ l iː
mine's	m aɪ n z
baggy	b æ ɡ iː
overwhelmed	oʊ v ə ɹ w ɛ l m d
skewer	s k j uː ə ɹ
bigs	b ɪ ɡ z
glamorous	ɡ l æ m ə ɹ ə s
nantucket	n æ n t ʌ k ɪ t
frequency	f ɹ iː k w ə n s iː
stranded	s t ɹ æ n d ɪ d
hundred's	h ʌ n d ɹ ɪ d z
filmed	f ɪ l m d
scenario	s ɪ n ɛ ɹ iː oʊ
perfume	p ə ɹ f j uː m
final	f aɪ n ə l
booking	b ʊ k ɪ ŋ
winging	w ɪ ŋ ɪ ŋ
drier	d ɹ aɪ ə ɹ
raspy	ɹ æ s p iː
summary	s ʌ m ə ɹ iː
trapezoids	t ɹ æ p ɪ z ɔɪ d z
octagons	ɑ k t ə ɡ ə n z
fling	f l ɪ ŋ
buzzer	b ʌ z ə ɹ
grease	ɡ ɹ iː s
dun	d ʌ n
tinker	t ɪ ŋ k ə ɹ
cymbal	s ɪ m b ə l
elves	ɛ l v z
ornament	ɔ ɹ n ə m ə n t
enid	iː n ɪ d
everett	ɛ v ə ɹ ə t
spanking	s p æ ŋ k ɪ ŋ
spankings	s p æ ŋ k ɪ ŋ z
maintenance	m eɪ n t ə n ə n s
preventive	p ɹ ɪ v ɛ n t ɪ v
grump	ɡ ɹ ʌ m p
anybody's	ɛ n iː b ə d iː z
sa	s ɑ
trundle	t ɹ ʌ n d ə l
paintbrushes	p eɪ n t b ɹ ʌ ʃ ɪ s
oss	ɔ s
clippies	k l ɪ p ɪ z
sweatshirts	s w ɛ t ʃ ɜː t s
clippie	k l ɪ p ɪ
coaster	k oʊ s t ə ɹ
bristle	b ɹ ɪ s ə l
knitting	n ɪ t ɪ ŋ
bahl	b ɑ l
undivided	ʌ n d ə v aɪ d ɪ d
tilted	t ɪ l t ɪ d
events	ɪ v ɛ n t s
horseshoes	h ɔ ɹ s ʃ uː z
lace	l eɪ s
tuning	t uː n ɪ ŋ
shannon	ʃ æ n ə n
handstand	h æ n d s t æ n d
needles	n iː d ə l z
distributor	d ɪ s t ɹ ɪ b j ə t ə ɹ
grosso	ɡ ɹ oʊ s oʊ
gertie	dʒ ɜː t iː
brightest	b ɹ aɪ t ə s t
mops	m ɑ p s
patterns	p æ t ə ɹ n z
jody	dʒ oʊ d iː
erupting	iː ɹ ʌ p t ɪ ŋ
cactus	k æ k t ə s
blaze	b l eɪ z
marshal	m ɑ ɹ ʃ ə l
adam	æ d ə m
plasterer	p l æ s t ə ɹ ə ɹ
plasters	p l æ s t ə ɹ z
cellphone	s ɛ l f oʊ n
plaster	p l æ s t ə ɹ
brass	b ɹ æ s
attleboro	æ t ə l b ə ɹ oʊ
collage	k ə l ɑ ʒ
bleeding	b l iː d ɪ ŋ
reaction	ɹ iː æ k ʃ ə n
painful	p eɪ n f ə l
sprayer	s p ɹ eɪ ə ɹ
batman	b æ t m æ n
spiderman	s p aɪ d ə ɹ m æ n
sailfish	s eɪ l f ɪ ʃ
parch	p ɑ ɹ tʃ
alarm's	ə l ɑ ɹ m z
patrick's	p æ t ɹ ɪ k s
involve	ɪ n v ɑ l v
cuppa	k ʌ p ə
plastering	p l æ s t ə ɹ ɪ ŋ
beaujolais	b oʊ dʒ oʊ l eɪ
lynn	l ɪ n
moira	m ɔɪ ɹ ə
yoy	j ɔɪ
scooby	s k uː b iː
batty	b æ t iː
pap	p æ p
fright	f ɹ aɪ t
mara	m ɑ ɹ ə
sucked	s ʌ k t
pissed	p ɪ s t
grungy	ɡ ɹ ʌ n dʒ iː
jerks	dʒ ɜː k s
concerts	k ɑ n s ə ɹ t s
lesbian	l ɛ z b iː ə n
admission	æ d m ɪ ʃ ə n
aright	ə ɹ aɪ t
shauna	ʃ ɔ n ə
sensational	s ɛ n s eɪ ʃ ə n ə l
dreamers	d ɹ iː m ə ɹ z
valid	v æ l ɪ d
pizza's	p iː t s ə z
muppets	m ʌ p ɪ t s
doggone	d ɔ ɡ ɔ n
trophy	t ɹ oʊ f iː
murk	m ɜː k
lefty	l ɛ f t iː
shaw's	ʃ ɔ z
banners	b æ n ə ɹ z
grandmother's	ɡ ɹ æ n d m ʌ ð ə ɹ z
hyde	h aɪ d
haywire	h eɪ w aɪ ɹ
bangs	b æ ŋ z
jubilee	dʒ uː b ə l iː
sophia	s oʊ f iː ə
buttery	b ʌ t ə ɹ iː
antoinette	æ n t w ə n ɛ t
zigzag	z ɪ ɡ z æ ɡ
officially	ə f ɪ ʃ ə l iː
lighters	l aɪ t ə ɹ z
frosty	f ɹ ɔ s t iː
maxwell	m æ k s w ɛ l
pilchard	p ɪ l tʃ ə d
rashes	ɹ æ ʃ ɪ z
dodger	d ɑ dʒ ə ɹ
foxboro	f ɑ k s b ə ɹ oʊ
regional	ɹ iː dʒ ə n ə l
orpheum	ɔ ɹ f iː uː m
maxy	m æ k s iː
hotdog	h ɑ t d ɔ ɡ
sox	s ɑ k s
commiseration	k ə m ɪ z ə ɹ eɪ ʃ n
therapy	θ ɛ ɹ ə p iː
drafty	d ɹ æ f t iː
geared	ɡ ɪ ɹ d
checker	tʃ ɛ k ə ɹ
wiggled	w ɪ ɡ ə l d
earn	ɜː n
exerciser	ɛ k s ə ɹ s aɪ z ə ɹ
identical	aɪ d ɛ n t ɪ k ə l
skidding	s k ɪ d ɪ ŋ
freaking	f ɹ iː k ɪ ŋ
comeback	k ʌ m b æ k
masked	m æ s k t
finalize	f aɪ n ə l aɪ z
regardless	ɹ ə ɡ ɑ ɹ d l ə s
disagreeable	d ɪ s ə ɡ ɹ iː ə b ə l
gama	ɡ ɑ m ə
tang	t æ ŋ
bower	b aʊ ə ɹ
hallows	h æ l oʊ z
swooping	s w uː p ɪ ŋ
bountiful	b aʊ n t ɪ f ə l
cider	s aɪ d ə ɹ
ghoulish	ɡ uː l ɪ ʃ
greasy	ɡ ɹ iː s iː
untie	ə n t aɪ
yadon	j æ d ə n
dunce	d ʌ n s
distributed	d ɪ s t ɹ ɪ b j ə t ə d
evenly	iː v ə n l iː
divine	d ɪ v aɪ n
casinos	k ə s iː n oʊ z
acrobats	æ k ɹ ə b æ t s
liar	l aɪ ə ɹ
wisher	w ɪ ʃ ə ɹ
buyer	b aɪ ə ɹ
pretender	p ɹ iː t ɛ n d ə ɹ
bidding	b ɪ d ɪ ŋ
mantle	m æ n t ə l
ain't	eɪ n t
chord	k ɔ ɹ d
caving	k eɪ v ɪ ŋ
thinner	θ ɪ n ə ɹ
subtracts	s ə b t ɹ æ k t s
piping	p aɪ p ɪ ŋ
juiciest	dʒ uː s iː ə s t
theresa	t ə ɹ iː s ə
dancey	d æ n s iː
orchestras	ɔ ɹ k ə s t ɹ ə z
dull	d ʌ l
factors	f æ k t ə ɹ z
dealing	d iː l ɪ ŋ
hibernate	h aɪ b ə ɹ n eɪ t
bonnet	b ɑ n ə t
pleat	p l iː t
utterly	ʌ t ə ɹ l iː
talented	t æ l ə n t ɪ d
peeled	p iː l d
bleach	b l iː tʃ
wrung	ɹ ʌ ŋ
thunk	θ ʌ n k
poets	p oʊ ə t s
dwells	d w ɛ l z
growth	ɡ ɹ oʊ θ
morris	m ɔ ɹ ə s
horace	h ɔ ɹ ə s
brontosauri	b ɹ ɑ n t ə s ɔ ɹ aɪ
lory	l ɔ ɹ iː
chloe	k l oʊ iː
beehive	b iː h aɪ v
creeping	k ɹ iː p ɪ ŋ
stained	s t eɪ n d
queens	k w iː n z
horner	h ɔ ɹ n ə ɹ
plumb	p l ʌ m
stiff	s t ɪ f
quiver	k w ɪ v ə ɹ
pane	p eɪ n
isty	ɪ s t iː
cleat	k l iː t
motif	m oʊ t iː f
balled	b ɔ l d
coastlines	k oʊ s t l aɪ n z
duffy	d ʌ f iː
tess	t ɛ s
tommy's	t ɑ m iː z
duffy's	d ʌ f iː z
mate	m eɪ t
gooda	ɡ ʊ d ə
liam	l iː ə m
sierra	s iː ɛ ɹ ə
tern	t ɜː n z
enemies	ɛ n ə m iː z
penrose	p ɛ n ɹ oʊ z
alexandria	æ l ə ɡ z æ n d ɹ iː ə
tightened	t aɪ t ə n d
sammy	s æ m iː
maxwell's	m æ k s w ɛ l z
outgrow	aʊ t ɡ ɹ oʊ
fiddler	f ɪ d ə l ə ɹ
huggy	h ʌ ɡ iː
listeners	l ɪ s ə n ə ɹ z
horseshoe	h ɔ ɹ s ʃ uː
muffled	m ʌ f ə l d
insurance	ɪ n ʃ ʊ ɹ ə n s
slopes	s l oʊ p s
lopes	l oʊ p s
coasters	k oʊ s t ə ɹ z
teardrop	t iː ə d ɹ ɑ p
bighorn	b ɪ ɡ h ɔ ɹ n
pica	p aɪ k ə
chameleons	k ə m iː l j ə n z
peng	p ɛ ŋ
stinker	s t ɪ ŋ k ə ə ɹ
sculpting	s k ʌ l p t ɪ ŋ
tis	t ɪ z
ibex	aɪ b ɛ k s
transformer	t ɹ æ n s f ɔ ɹ m ə ɹ
cormorant	k ɔ ɹ m ə ɹ ə n t
girlie	ɡ ɜː l iː
helmets	h ɛ l m ə t s
strongest	s t ɹ ɔ ŋ ɡ ə s t
vey	v eɪ
addison's	æ d ɪ s ə n z
learnt	l ɜː n t
flink	f l ɪ ŋ k
gallop	ɡ æ l ə p
titan	t aɪ t ə n
skinks	s k ɪ ŋ k s
samuel	s æ m j uː l
goggle	ɡ ɑ ɡ ə l
gazelle	ɡ ə z ɛ l
clowning	k l aʊ n ɪ ŋ
clucking	k l ʌ k ɪ ŋ
pecker	p ɛ k ə ə ɹ
oriana	ɔ ɹ iː æ n ə
returns	ɹ ɪ t ɜː n z
orangutans	ɔ ɹ æ ŋ ə t æ n z
daria	d ɑ ɹ iː ə
christina	k ɹ ɪ s t iː n ə
brant	b ɹ æ n t
sniffs	s n ɪ f s
toughest	t ʌ f ə s t
heading	h ɛ d ɪ ŋ
cooker	k ʊ k ə ɹ
stretches	s t ɹ ɛ tʃ ə z
grooming	ɡ ɹ uː m ɪ ŋ
tribe	t ɹ aɪ b
obey	oʊ b eɪ
kneel	n iː l
wail	w eɪ l
prayers	p ɹ ɛ ɹ z
micky	m ɪ k iː
stranger's	s t ɹ eɪ n dʒ ə ɹ z
brownie	b ɹ aʊ n iː
basic	b eɪ s ɪ k
ca	k ʌ
stewardess	s t uː ə ɹ d ə s
buzzes	b ʌ z ɪ z
bucks	b ʌ k s
pinecone	p aɪ n k oʊ n
salads	s æ l ə d z
yummies	j ʌ m iː z
update	ə p d eɪ t
starred	s t ɑ ɹ d
ellie	ɛ l iː
boss	b ɑ s
jewel	dʒ uː ə l
paperback	p eɪ p ə ɹ b æ k
carpets	k ɑ ɹ p ə t s
rosanna	ɹ oʊ z æ n ə
heron	h ɛ ɹ ə n
separating	s ɛ p ə ɹ eɪ t ɪ ŋ
peepers	p iː p ə z
peeper	p iː p ə ə ɹ
gloss	ɡ l ɔ s
samples	s æ m p ə l z
katie	k eɪ t iː
creme	k ɹ iː m
jungles	dʒ ʌ ŋ ɡ ə l z
deepest	d iː p ə s t
banyan	b æ n j ə n
sheltering	ʃ ɛ l t ə ɹ ɪ ŋ
adriana	eɪ d ɹ iː æ n ə
vi	v aɪ
careless	k ɛ ɹ l ə s
carved	k ɑ ɹ v d
gums	ɡ ʌ m z
savor	s eɪ v ə ɹ
moss	m ɔ s
settles	s ɛ t ə l z
roundish	ɹ aʊ n d ɪ ʃ
glossy	ɡ l ɔ s iː
lays	l eɪ z
warmth	w ɔ ɹ m θ
david's	d eɪ v ɪ d z
lemming	l ɛ m ɪ ŋ
toed	t oʊ d
slowest	s l oʊ ə s t
wildflowers	w aɪ l d f l aʊ ɹ z
spring's	s p ɹ ɪ ŋ z
blush	b l ʌ ʃ
lemmings	l ɛ m ɪ ŋ z
owlet	aʊ l ɪ t
paused	p ɔ z d
launched	l ɔ n tʃ t
jockey	dʒ ɑ k iː
caribou	k ɛ ɹ ɪ b uː
harmless	h ɑ ɹ m l ə s
anaconda	æ n ə k ɑ n d ə
grazing	ɡ ɹ eɪ z ɪ ŋ
owlets	aʊ l ɪ t s
searches	s ɜː tʃ ɪ z
canary	k ə n ɛ ɹ iː
ozzie	ɑ z iː
gump	ɡ ʌ m p
glum	ɡ l ʌ m
crepe	k ɹ eɪ p
shrew	ʃ ɹ uː
pygmy	p ɪ ɡ m iː
chihuahua	tʃ ə w ɑ w ɑ
pouched	p aʊ tʃ t
shops	ʃ ɑ p s
snoozed	s n uː z d
tattle	t æ t ə l
erupts	iː ɹ ʌ p t s
occurs	ə k ɜː z
earthquake	ɜː θ k w eɪ k
canyons	k æ n j ə n z
coup	k uː
chapter	tʃ æ p t ə ɹ
gina	dʒ iː n ə
glacier	ɡ l eɪ ʃ ə ɹ
bold	b oʊ l d
shoreline	ʃ ɔ ɹ l aɪ n
scout	s k aʊ t
frosted	f ɹ ɔ s t ə d
nutmeg	n ʌ t m ɛ ɡ
lobster's	l ɑ b s t ə ɹ z
human's	h j uː m ə n z
ribs	ɹ ɪ b z
lurking	l ɜː k ɪ ŋ
grunted	ɡ ɹ ʌ n t ɪ d
bookkeeper	b ʊ k k iː p ə ɹ
boils	b ɔɪ l z
hamlet	h æ m l ə t
flock	f l ɑ k
wisps	w ɪ s p s
frisk	f ɹ ɪ s k
prove	p ɹ uː v
cleanser	k l ɛ n z ə ɹ
frisking	f ɹ ɪ s k ɪ ŋ
bur	b ɜː
beggar	b ɛ ɡ ə ɹ
yacht	j ɑ t
streaming	s t ɹ iː m ɪ ŋ
squawking	s k w ɔ k ɪ ŋ
cupboards	k ʌ b ə ɹ d z
zach	z æ k
zeek	z iː k
homeward	h oʊ m w ə ɹ d
flocks	f l ɑ k s
mcwhorter	m ə k w ɔ ɹ t ə ɹ
foundation	f aʊ n d eɪ ʃ ə n
sequoia	s ɪ k w ɔɪ ə
spud	s p ʌ d
sherman	ʃ ɜː m ə n
mascara	m æ s k ɛ ɹ ə
darned	d ɑ ɹ n d
gulch	ɡ ʌ l tʃ
marched	m ɑ ɹ tʃ t
persuading	p ə ɹ s w eɪ d ɪ ŋ
earwigs	iː ə w ɪ ɡ z
stomped	s t ɑ m p t
grande	ɡ ɹ æ n d
rio	ɹ iː oʊ
spurs	s p ɜː z
sharpeners	ʃ ɑ p n ə z
surfboards	s ɜː f b ɔ ɹ d z
violent	v aɪ ə l ə n t
tracing	t ɹ eɪ s ɪ ŋ
encourages	ɛ n k ɜː ɪ dʒ ɪ z
taylor	t eɪ l ə ɹ
ross	ɹ ɑ s
blowers	b l oʊ ə ɹ z
siblings	s ɪ b l ɪ ŋ z
enclosure	ɛ n k l oʊ ʒ ə ɹ
moat	m oʊ t
meaty	m iː t iː
tosses	t ɔ s ɪ z
gnawing	n ɔ ɪ ŋ
brow	b ɹ aʊ
prefers	p ɹ ə f ɜː z
provides	p ɹ ə v aɪ d z
stony	s t oʊ n iː
pamby	p æ m b iː
glider	ɡ l aɪ d ə ɹ
bouse	b aʊ s
